effective_date,ticker,book_equity,net_income,sales,operating_cash_flow
2016-06-30,JP1055,23919108878.774097,687528200.3766091,18459684626.770054,725584249.1976517
2016-06-30,JP1056,74082764665.99567,1819927127.2710109,75411534443.234,2169760114.7432814
2016-06-30,JP1057,341166699085.4797,3599278454.9644794,73194676345.54346,4257096912.03845
2016-06-30,JP1058,26767973209.257877,114646363.98546457,14015864248.131437,956433807.0362217
2016-06-30,JP1059,219614816525.3773,2651935507.581586,65614949195.16895,2819774391.030479
2016-06-30,JP1060,20627009208.454952,321743155.6572819,28803301934.388622,1543859751.9508882
2016-06-30,JP1061,14435425509.955929,549715982.1174455,7079971719.48578,248678230.29273465
2016-06-30,JP1062,21676384052.982994,280265498.7001249,5402276907.403549,434110857.787674
2016-06-30,JP1063,9242447416.586575,18793556.68309756,4707779071.698472,162562728.5514762
2016-06-30,JP1064,13013692571.69126,57374642.78149073,6324459587.604002,476189828.61504513
2016-06-30,JP1065,32078059206.23244,129456237.38768433,17544435072.62849,759860749.2009008
2016-06-30,JP1066,63728235039.14457,1896513694.6640775,50312521402.85224,1436211688.772248
2016-06-30,JP1067,134328596968.3241,-3551919469.373783,40925312845.35655,1476809045.5291371
2016-06-30,JP1068,10274438572.648615,-24049981.316018883,1772635729.5305603,94765376.12418434
2016-06-30,JP1069,46838571744.32178,1732936661.8359716,35608009551.16239,1217966660.8951004
2016-06-30,JP1070,7220532575.788094,294154076.7828937,8900226603.979557,408654499.4459938
2016-06-30,JP1071,52714548757.78427,1282726528.196373,26184198211.56481,1160747625.0688446
2016-06-30,JP1072,34333988974.718285,43948492.5792634,10720546766.557877,903853019.5704046
2016-06-30,JP1073,5280564228.94129,88044801.59884162,3392650450.12869,133213456.62221932
2016-06-30,JP1074,104718354354.82906,-308290692.4740843,30052776088.422386,1349626369.249166
2016-06-30,JP1075,40279291673.83091,106976333.47441307,5535706896.080642,550958740.4946766
2016-06-30,JP1076,22419269316.38836,439455747.5652231,10187169784.133202,372692122.2090005
2016-06-30,JP1077,9180660769.383814,137992451.91031379,3907273813.622953,362657989.29628354
2016-06-30,JP1078,17069253262.08872,67954328.77592376,9367753245.062761,511098205.0505032
2016-06-30,JP1079,26818949770.07855,-208946137.85102803,23061128522.420654,1821808594.1150253
2016-06-30,JP1080,55618513662.358284,400817376.04269075,15049775082.320312,443734844.99966294
2016-06-30,JP1081,47839762697.73052,2138821882.1345081,40891912762.37554,1739305188.4743361
2016-06-30,JP1082,35898025140.90174,794580855.4153132,27002188603.181915,849576339.4807594
2016-06-30,JP1083,76716478198.75026,2284845786.9907804,77973032016.79747,1135616902.1173427
2016-06-30,JP1084,18841271463.68862,98857947.17148025,3592609910.1996307,-373567357.2327181
2016-06-30,JP1085,11908813541.381443,203121419.6038767,3900667251.067344,79017735.10738283
2016-06-30,JP1086,68891050621.57512,977587637.1768981,30289634768.09297,632928963.3836037
2016-06-30,JP1087,40520750430.662,36278984.577358045,3258512226.9136777,162741196.44611788
2016-06-30,JP1088,122724936603.16508,1048103114.3379644,26774796441.87371,2406154181.7809596
2016-06-30,JP1089,42432361628.33596,387975813.7632563,22081149725.702843,-144580205.5377024
2016-06-30,JP1090,38772602566.451294,1077696497.233599,21602269123.162533,1113304547.273262
2016-06-30,JP1091,53485639893.60713,-280855022.1096277,11818422986.705568,-245554246.48114577
2016-06-30,JP1092,155226572133.86157,4578271248.358484,103296045273.01175,5356204806.083124
2016-06-30,JP1093,348026722771.35425,9289112704.142763,120453740963.71118,2883340432.6307735
2016-06-30,JP1094,24526965340.577892,151815426.75933665,16079328483.804369,649327215.2176579
2016-06-30,JP1095,23049642101.91958,180484155.41899782,18618086245.064255,519539333.4096679
2016-06-30,JP1096,96944436732.20021,778801522.8804812,59155274198.65423,1887637171.6029027
2016-06-30,JP1097,10153723984.615711,385981371.3776665,12223086372.110199,599470459.8562113
2016-06-30,JP1098,62799854296.42042,1325566432.5005343,19212799183.631355,1444949213.3115308
2016-06-30,JP1099,33277551437.370937,668538089.6255492,11052456446.03965,316096262.75441563
2016-06-30,JP1100,35811476934.057434,261023388.28214738,18259756521.120144,1088839667.2745762
2016-06-30,JP1101,22581445492.26837,322475364.91097665,7933586480.082808,179451009.65815872
2016-06-30,JP1102,4309096145.150643,90547861.20376332,2862450651.735464,83084218.52900249
2016-06-30,JP1103,8429091557.267919,-38390970.307952516,1424537708.555697,51330069.65530784
2016-06-30,JP1104,10042898593.746086,265589654.99991113,5429325011.267965,408312259.6782618
2016-06-30,JP1105,15441229626.88808,331927770.06747305,9852179247.62557,115734810.7414534
2016-06-30,JP1106,17198831252.460945,1524078677.1298184,26733037037.279037,1839407812.1876566
2016-06-30,JP1107,382669164157.8789,15339007071.11087,235495848073.1164,15948746244.488
2016-06-30,JP1108,169106355202.56717,1214917924.0934165,34167328563.485348,1332357345.8642166
2016-06-30,JP1109,7382323024.330211,263233999.30142254,4806195419.468503,43605024.61947706
2016-06-30,JP1110,74308969683.96892,-211886032.82669353,7451123922.6574,229513942.6084129
2016-06-30,JP1111,24955929116.25677,538695769.7650579,8153523244.973521,647637171.1750915
2016-06-30,JP1112,23038007935.09567,448261239.1281556,14036344795.082476,275853832.97116375
2016-06-30,JP1113,29689502116.61562,1499814805.3793623,33523703615.049683,838950885.8061604
2016-06-30,JP1114,43113212976.36495,233482010.00628555,22948853469.354515,916863995.7754267
2016-06-30,JP1115,13979668155.904179,-97259911.59892465,5819610093.308508,121366926.22998922
2016-06-30,JP1116,132324489857.98825,767184214.8062111,1.0,584889488.372086
2016-06-30,JP1117,14438223624.990702,23158834.95191665,5032423696.2474985,265231886.23405817
2016-06-30,JP1118,65531195473.05676,-380845806.60431117,8765470421.267231,565214369.3373281
2016-06-30,JP1119,640243463018.9735,1912145183.9082136,148615786760.04065,5918063984.039842
2016-09-30,JP1000,35824185662.99859,36533035.1512482,11352102033.344719,-105393820.52122064
2016-09-30,JP1001,25911790296.12136,856644533.0758989,25947779384.11096,1797794576.0525723
2016-09-30,JP1002,146560401891.64877,1635505931.6355882,49770900122.823135,2591230289.330023
2016-09-30,JP1003,20796544763.428295,251222839.90057626,6082520004.337877,314629640.73918366
2016-09-30,JP1004,9851994242.386133,801483635.2061075,25209476576.71204,1290101387.4170463
2016-09-30,JP1005,102267572204.16425,3645102912.3753653,86314772432.22873,5662281244.944754
2016-09-30,JP1006,19798344754.07424,398583422.6644325,10613817884.911608,751869023.589833
2016-09-30,JP1007,15967742235.016985,110026144.13961124,2788798666.043794,278556962.6410151
2016-09-30,JP1008,38492772791.69324,393830009.2073581,13182366408.946026,747420020.3535784
2016-09-30,JP1009,48396136702.00061,1148644501.7316158,19876507876.01186,336971907.8365884
2016-09-30,JP1010,62354028316.55857,70943918.63738064,15289464855.637037,628739803.877338
2016-09-30,JP1011,111519464569.01057,2261345226.3079543,24391457774.090088,1304944304.497699
2016-09-30,JP1012,114821605692.95941,3059178772.555779,51206515421.23653,2836846684.8217053
2016-09-30,JP1013,137356600265.55937,826312212.8579346,27538025571.301056,1681303789.3979707
2016-09-30,JP1014,115815365805.37727,631604025.3349599,7137950665.554315,1133179172.214677
2016-09-30,JP1015,224130654236.97638,-4594465523.552939,97411723120.87794,127711409.96486749
2016-09-30,JP1016,48680493699.84564,794601826.5469333,13742710419.940704,760140171.0744025
2016-09-30,JP1017,6931750392.4704275,167707039.48918122,3329986682.682876,302949930.70077646
2016-09-30,JP1018,238380250148.47842,6262248176.987141,136597011009.57367,3952222609.830868
2016-09-30,JP1019,19283886754.398476,815991873.9154385,22126068287.61965,736826886.2483544
2016-09-30,JP1020,42353551005.212364,383489398.8442923,21578028708.58666,1282969636.7094386
2016-09-30,JP1021,95486451010.9448,-341736935.9636215,44049961786.95525,2519553304.7006407
2016-09-30,JP1022,11595768886.211071,91896777.68108492,201972303.97514004,-54765400.71739888
2016-09-30,JP1023,7535161540.388184,164129080.56598344,5539136077.1211195,373698018.8789607
2016-09-30,JP1024,5746336534.597379,136897919.97994184,1836335865.7468574,26908815.196447805
2016-09-30,JP1025,11359889823.751402,117826665.12663242,5406088681.548428,640217267.1146646
2016-09-30,JP1026,86931901156.10347,591361279.4979223,26744583181.615807,55363822.2596406
2016-09-30,JP1027,55896337027.68249,1724031863.8902848,21105507881.658318,2191801188.877708
2016-09-30,JP1028,57888103929.07587,1506207265.5131521,30049992736.39939,1262853633.937545
2016-09-30,JP1029,10104576212.128908,148276710.15626657,4242150410.757196,205310294.58327642
2016-09-30,JP1030,8953867022.07267,129719000.84347974,1897443156.9127343,178079093.35490876
2016-09-30,JP1031,15737376803.514725,-169834552.13500133,7007409784.312859,764812881.9076471
2016-09-30,JP1032,20081972544.712006,-322873228.92211074,2538572170.8000503,-215388515.31620046
2016-09-30,JP1033,36114015337.517265,2115497904.9128563,22799865386.125587,1147513732.5720503
2016-09-30,JP1034,81842795060.30724,813957458.3349451,26820257934.359055,1104370619.5774722
2016-09-30,JP1035,79232894713.62288,2125543520.6553602,41743744000.836494,1250345077.8825588
2016-09-30,JP1036,94284736430.65826,1593767823.0215952,34089167717.494144,1772110672.5570576
2016-09-30,JP1037,40708066837.37506,1104617225.556777,31746016540.909695,1003561704.8603514
2016-09-30,JP1038,71130422088.42348,-477989683.8720291,21861884690.82222,1077117812.0795584
2016-09-30,JP1039,29388606842.87984,-31153701.72767187,5410081486.601426,140911366.96659657
2016-09-30,JP1040,31949393125.541336,-121570878.89331749,8721333032.861591,-186094721.21198478
2016-09-30,JP1041,100104204161.13484,1038944164.8655975,20913394824.13936,1581154013.6668413
2016-09-30,JP1042,69436895495.77835,2233342791.8560715,70998228278.0903,3562553798.942858
2016-09-30,JP1043,41460769356.80892,3697367.4286840726,6766050391.971832,153412012.09249082
2016-09-30,JP1044,95902121332.96585,2897749493.5584917,45327667073.74669,1249600340.1373153
2016-09-30,JP1045,50107497854.08217,483547467.2832336,8208216501.8721485,897544034.8004072
2016-09-30,JP1046,33015807103.399284,1087459812.3990607,21667317377.078217,1211268351.8250086
2016-09-30,JP1047,45060596794.27403,1170992326.941306,42671673901.30567,1757044470.3077536
2016-09-30,JP1048,7404698338.531695,110765787.65226592,1581585275.220876,113788659.56820129
2016-09-30,JP1049,6898100330.557003,131364863.40582226,4098371470.1962605,97047199.25318296
2016-09-30,JP1050,10166576772.43819,35533479.962894335,2188757462.676371,154859090.7135204
2016-09-30,JP1051,4107464597.5593615,39369727.18040091,2399762053.3931947,103683246.80632669
2016-09-30,JP1052,8114431990.088694,387117960.7889553,6582792785.854222,27601162.203228515
2016-09-30,JP1053,34678401774.926544,1032908349.8084456,11751124889.105406,-340775361.0427615
2016-09-30,JP1054,26936533131.115604,347371029.88113344,4196718329.16645,442442041.9476869
2016-09-30,JP1055,57908581619.52107,1293161398.816303,23572317738.45617,1077391456.366997
2016-09-30,JP1056,95461916467.26945,3179647960.0853276,92528428397.385,2726542237.4146357
2016-09-30,JP1057,175462351953.17014,252371624.24770394,62229555619.3947,2826968369.09559
2016-09-30,JP1058,22117005894.01985,784597898.1978681,13186301487.52584,420054969.34777385
2016-09-30,JP1059,248230481522.1352,3867218461.03862,68014006848.3103,3664057909.0012245
2016-09-30,JP1060,16781343950.141085,862550586.563006,26396579202.19988,1420656919.7538598
2016-09-30,JP1061,17819912913.565456,360635543.18588406,8142082204.117266,482593446.27746207
2016-09-30,JP1062,23748196738.26968,363595465.8706332,6486155298.108503,489563479.29839164
2016-09-30,JP1063,6637874046.915364,146862267.3407332,4941082435.54078,138570550.66012764
2016-09-30,JP1064,19494645874.37145,337428864.6953413,7264497424.998675,332457208.6028764
2016-09-30,JP1065,21861745573.21058,1223081203.3407967,19686034270.79796,938843045.7374415
2016-09-30,JP1066,79608955382.38101,1910594494.489327,45454400475.867676,525944589.4360485
2016-09-30,JP1067,213739350878.53903,3198636170.0269575,36543475225.94082,1189453044.6032774
2016-09-30,JP1068,6174300718.443707,-83284358.36725621,2009414231.6153245,182005652.9179002
2016-09-30,JP1069,75343464387.84218,1843056426.2880793,58848255294.67665,3126184398.4671173
2016-09-30,JP1070,6586091210.863054,574824385.49438,8403935496.254102,255758378.45245084
2016-09-30,JP1071,36778934912.86792,363160639.65803146,24049907134.711227,1590917477.6052828
2016-09-30,JP1072,21259701871.31015,350574708.7429084,11131252234.310913,-205736411.23610365
2016-09-30,JP1073,6233762459.576328,174728632.35237646,5356535656.424474,247089326.11901394
2016-09-30,JP1074,156003041673.08057,564101389.7325066,16976145216.20422,104327881.89113852
2016-09-30,JP1075,40015146131.07042,474697790.2007806,6164429630.322439,-93683023.97370592
2016-09-30,JP1076,17587879229.471558,453691217.80684227,10970618278.399586,392203721.3671291
2016-09-30,JP1077,10948552712.972351,61760213.6267849,3558920452.8365755,336968226.1737692
2016-09-30,JP1078,31709408139.32324,247420087.60553458,9533026927.141987,487205511.38457835
2016-09-30,JP1079,78714311256.76758,1094711347.6605434,22416090489.79039,915364884.9388783
2016-09-30,JP1080,27816900876.914795,833176019.5173575,14538133217.04497,398524674.41380185
2016-09-30,JP1081,45063465970.97394,1756550011.9625766,31785164896.598026,1260388518.834784
2016-09-30,JP1082,51193882585.18655,-186874984.60114282,20164318802.49424,966312179.9304535
2016-09-30,JP1083,140425452556.38217,3623615737.1308317,93382912928.61296,3869550904.4586396
2016-09-30,JP1084,14854285256.564959,-358674975.5325003,513772183.117335,162886373.2616525
2016-09-30,JP1085,13072514809.680874,157602583.99909246,4270687221.1827326,294781707.572745
2016-09-30,JP1086,84124870621.91269,2133479836.7847524,23840032739.531097,1054199585.16958
2016-09-30,JP1087,24830557709.950638,367362434.4704298,4335710700.344327,128086811.83014807
2016-09-30,JP1088,84443348993.04082,1581233595.1456215,38252257278.13004,2309110532.137398
2016-09-30,JP1089,81419841776.83084,1177707058.9709911,23766690654.78337,1296023606.4750926
2016-09-30,JP1090,53861158175.180046,567891933.3450716,22440376437.87211,1075310846.0196872
2016-09-30,JP1091,43885352937.409676,-556962064.9627014,6074928117.343555,446381981.87082636
2016-09-30,JP1092,259804269517.21982,3684916293.965846,142790900170.6826,2668753293.6043744
2016-09-30,JP1093,267256662167.52838,5910815733.131517,99941087001.30211,5337971831.847123
2016-09-30,JP1094,23131874853.2884,413212980.82511073,14940763575.479753,944318298.5551432
2016-09-30,JP1095,20486806119.958538,1103813463.45471,24113783652.418068,1903462453.5521073
2016-09-30,JP1096,70480426175.45201,3471793146.572688,58457263082.29179,721879707.5487913
2016-09-30,JP1097,19158956593.13108,379431693.40048337,9376464484.086397,629784787.6385233
2016-09-30,JP1098,89262357043.90422,547662922.5363364,19319897136.555645,971992701.2540696
2016-09-30,JP1099,22840981884.78226,104560771.9620771,16555119172.924881,485115157.7870266
2016-09-30,JP1100,38724799707.78567,473546869.05656123,25009024939.052914,-108869650.15863341
2016-09-30,JP1101,23467043865.851574,580793255.1475704,8385185557.594498,393468301.4383675
2016-09-30,JP1102,8735106425.147326,209908716.9442182,3410719480.2721024,220822672.34171182
2016-09-30,JP1103,9675793004.905382,-30172133.05972916,1252032437.793026,61039310.23408252
2016-09-30,JP1104,8295638384.750317,177887498.14098173,5376684480.983949,269692229.5366487
2016-09-30,JP1105,26178540873.599182,459190276.49804556,10352090545.60302,295260898.4520443
2016-09-30,JP1106,16761752421.63062,993011228.6279205,24152030222.49261,1437075539.0562456
2016-09-30,JP1107,279187506562.86945,11702058502.298563,223998394574.68628,8598753505.482233
2016-09-30,JP1108,221182868334.4864,1175414208.124815,33403530700.273045,2289658830.294979
2016-09-30,JP1109,8346969396.684108,1855684.6182422168,5979750219.309767,168636590.0471353
2016-09-30,JP1110,96307915543.98068,-543144720.6328535,9365969704.581135,189792938.65441403
2016-09-30,JP1111,16093469090.217333,409012845.32040536,5718216574.601337,271186492.6988963
2016-09-30,JP1112,26566822442.68606,303380348.9458334,11612932915.507532,773301980.576015
2016-09-30,JP1113,24139574748.82909,877836632.5123026,32175629769.796875,868865582.3360372
2016-09-30,JP1114,54588616666.95671,1064717950.9724283,14484546335.002632,1818891727.0587332
2016-09-30,JP1115,22971329237.588184,540343959.6611657,10589435880.68964,348386137.68843824
2016-09-30,JP1116,118808926864.90202,-321951329.99441475,6934954378.859068,-1399565136.483452
2016-09-30,JP1117,8335906199.631009,318961294.745449,4254844502.7203846,244905525.76460472
2016-09-30,JP1118,57296346105.720604,169336194.48199362,10632015121.035627,293263126.43410975
2016-09-30,JP1119,458007853681.90625,4392657539.928594,173662285147.25162,4358555842.466899
2016-12-31,JP1000,28177872432.634766,135406946.80949345,8442499166.101347,8586541.324891381
2016-12-31,JP1001,23239603943.693253,1174772180.840765,24275208721.55395,588692346.2700335
2016-12-31,JP1002,170439744843.82697,1608520608.4542608,45256763620.074005,4364671309.916061
2016-12-31,JP1003,11837087919.276897,318574392.04191685,7992460189.047449,462426130.0280663
2016-12-31,JP1004,13094335657.735453,908955064.1092384,18747476407.384407,1273574543.9775608
2016-12-31,JP1005,91924454411.65598,292136958.9768628,86090020974.28404,3397288236.4036274
2016-12-31,JP1006,11477246975.098335,279365139.331737,12207122807.152933,867999098.7881204
2016-12-31,JP1007,19078480285.170406,35937597.551013105,4210470855.67057,-219321331.02466542
2016-12-31,JP1008,42701558575.16798,687217804.3726709,16340463273.727491,406085655.89029306
2016-12-31,JP1009,60802778873.93284,907599660.8925427,21862946788.428894,1600665368.8845243
2016-12-31,JP1010,55736354157.4458,642922247.6797754,17316519588.220863,922240867.9259822
2016-12-31,JP1011,296124943329.45197,-398847938.5218841,13872092815.16826,705022416.12175
2016-12-31,JP1012,89362777721.05646,3203571688.602115,48090320758.21466,2361677899.942943
2016-12-31,JP1013,168956840892.2177,1463654294.5356314,40851440659.01136,2198423762.2468095
2016-12-31,JP1014,100628808026.04146,1212832398.3489661,10273557720.118849,-187004899.96354294
2016-12-31,JP1015,470663266559.1577,-1690004118.5671613,145743235274.98535,10087933560.430428
2016-12-31,JP1016,45014138923.00055,664204113.1309307,11098548764.058632,347449475.11587185
2016-12-31,JP1017,3671343360.650272,71097935.21661428,2862559808.0681953,164132613.0993207
2016-12-31,JP1018,196835846930.86545,2836687902.6852636,134955032678.30588,6813426950.913927
2016-12-31,JP1019,22296781295.13805,1096848485.7384956,25053243676.4279,1508042054.8744614
2016-12-31,JP1020,43487221965.86149,1409633280.184287,19620303068.779827,1283733101.3930004
2016-12-31,JP1021,76934587453.98201,-162510787.61045966,33435543102.466347,2048674102.6309376
2016-12-31,JP1022,7167619241.25033,39340972.23035341,411251441.9544776,-65981361.14459398
2016-12-31,JP1023,8781056039.009636,14116429.82827624,5558510293.29872,238737417.7837519
2016-12-31,JP1024,8410781904.931623,89588330.59519531,1876716339.5333776,114158927.21517299
2016-12-31,JP1025,12506564463.01608,35106950.566220514,4333244189.534629,333065342.1039116
2016-12-31,JP1026,84909863862.38402,987808911.5591007,18353666153.592518,982697739.8256327
2016-12-31,JP1027,51209079042.06237,254705020.6041324,26915917114.221222,1348287066.6661537
2016-12-31,JP1028,40421589845.74521,680884572.347192,33902644961.28514,2115608208.8174593
2016-12-31,JP1029,8575370103.792438,159621587.06042537,4461626650.544217,172377348.74211797
2016-12-31,JP1030,8769818696.041372,1092000.0254497442,1494031278.532763,126958312.04915416
2016-12-31,JP1031,56033924290.11538,671567311.875806,13210031588.703741,-382065168.18413794
2016-12-31,JP1032,15151461523.59294,-34662484.059648156,5419359342.305334,2810969.8334576357
2016-12-31,JP1033,55475197871.92527,911816694.0559797,22686021193.5024,912328379.1421974
2016-12-31,JP1034,78984311895.50089,-1069273185.4426236,43257323648.32292,1142778540.358157
2016-12-31,JP1035,39646972214.019424,1427793930.6245222,35117701240.90751,1931870619.2668366
2016-12-31,JP1036,91229193238.49167,492215551.85914445,31053316210.854195,1301284703.8567932
2016-12-31,JP1037,46289035956.81519,92840319.26464006,33026415623.270206,1980124207.181472
2016-12-31,JP1038,69022484647.9904,1333703695.2243648,29730977155.917946,-918915290.0203755
2016-12-31,JP1039,39726318382.37949,186507439.4241001,5912437563.074267,-75997531.82911251
2016-12-31,JP1040,28227700262.304527,848266452.6618077,7106905193.654588,244273903.88054466
2016-12-31,JP1041,49951980568.215744,612781184.0629617,12991756458.76184,542353146.6877909
2016-12-31,JP1042,48772843019.48117,3132699969.259868,73066399318.68393,1853809190.6330729
2016-12-31,JP1043,36983083875.6493,-393217474.4727513,8070178426.592407,130221501.19069377
2016-12-31,JP1044,79012467896.4563,1704722853.5088794,39158712946.00965,2091699106.64313
2016-12-31,JP1045,36040766465.200294,508854645.5236876,12918407316.366816,-83296012.71420571
2016-12-31,JP1046,18340309138.68788,548842558.8468663,18362305732.502785,766155825.8471031
2016-12-31,JP1047,92491996599.5151,2890031431.6386104,49373841315.231674,3057511171.3648424
2016-12-31,JP1048,7335144762.175417,83382475.74734612,2184358660.2583704,137690672.13387454
2016-12-31,JP1049,9881019537.760094,106727922.06216493,4438685412.558,243717372.11531937
2016-12-31,JP1050,12841489313.560074,-68404047.64972167,2879030289.1917543,26000906.87383681
2016-12-31,JP1051,5735876403.6491165,103265623.6444227,2100407964.6391923,68620965.91061637
2016-12-31,JP1052,14192316984.919804,204142151.82879654,8760506092.175207,675465801.1661913
2016-12-31,JP1053,84564567291.16815,553918967.6657043,21809790046.1028,747555873.4197824
2016-12-31,JP1054,22367835412.100338,-58767288.32473598,4733637076.397584,212753363.73909047
2016-12-31,JP1055,37089463543.73609,92091404.96340246,19089384057.519875,985487762.9744649
2016-12-31,JP1056,110038890436.05624,2823697733.2718253,80258641032.86005,2414400184.0148964
2016-12-31,JP1057,188710869630.99548,2201216014.3673697,71287835417.6951,3358848186.9959764
2016-12-31,JP1058,19304782848.69699,377635422.075434,16218851815.36997,783892649.716841
2016-12-31,JP1059,217861391263.73294,1136298591.804331,76229737486.23476,3706289322.8773656
2016-12-31,JP1060,23127593370.944767,1209992199.6571474,28421741381.84676,1142069626.4347003
2016-12-31,JP1061,12457269300.216555,592451801.1649882,7417445219.71289,147644253.86052227
2016-12-31,JP1062,13351092089.549511,155413744.97356632,7880476059.139818,192469705.62760004
2016-12-31,JP1063,16852770810.843563,225585251.8091527,6894790593.796818,222816669.9416915
2016-12-31,JP1064,15415334069.70613,279831992.51294905,8100720913.47736,325516669.01991457
2016-12-31,JP1065,41833877602.767105,977102731.0542144,20210948567.337906,941085475.6319892
2016-12-31,JP1066,72635162272.84912,1099128801.9640057,47366302961.9033,1568110083.0622644
2016-12-31,JP1067,103525438243.77136,570425938.9561265,30517007438.982433,2555434909.408034
2016-12-31,JP1068,15630673518.599272,-167455942.0417121,1302813312.483184,93242902.26508969
2016-12-31,JP1069,34918453259.01493,1913433526.944278,44214400434.01545,1852638006.6660185
2016-12-31,JP1070,7394927634.445244,79706885.07538703,11716041652.974064,803036463.7362767
2016-12-31,JP1071,62442516346.44063,688286348.0809296,21302795965.194454,1575271127.9624603
2016-12-31,JP1072,22206253798.66394,528612126.4850877,12285720439.749636,540703129.9271754
2016-12-31,JP1073,9314580468.982681,226044505.9935109,4334415915.934679,153628668.67980435
2016-12-31,JP1074,45690007787.01387,217757089.17606884,14121185731.080238,1065354223.6513369
2016-12-31,JP1075,23851611089.533142,113427754.73456842,6348911738.80367,306091022.2492724
2016-12-31,JP1076,19669794412.025414,870446941.1116976,14477461587.925362,523870651.03217053
2016-12-31,JP1077,12597051330.469345,257951920.44182768,4984892573.301035,63319141.344505414
2016-12-31,JP1078,33456677426.801037,591665707.323638,10918203347.712109,760257990.9257019
2016-12-31,JP1079,83589928341.54422,1720939124.590752,24118460318.809654,904074284.0608084
2016-12-31,JP1080,22065860928.171448,529154331.4465382,16147788907.914001,707487484.5331361
2016-12-31,JP1081,23102363675.25186,1092395767.901021,35664881190.29994,1112102847.631077
2016-12-31,JP1082,47581093722.814705,1038839153.52244,27162769058.93668,1971415095.948836
2016-12-31,JP1083,136444822553.70581,3768872774.5623636,101045856513.0476,5644655353.075806
2016-12-31,JP1084,20641616248.522594,352391698.6715029,1.0,100887358.14628965
2016-12-31,JP1085,10844042438.322407,99235745.1914756,2647718546.9926705,153030261.09435523
2016-12-31,JP1086,70204427305.66708,2473936238.0020175,29658968291.33188,357036868.55570555
2016-12-31,JP1087,13826742907.703499,256554474.1364368,5543469926.49546,130031147.83346882
2016-12-31,JP1088,145106426905.15347,473713238.9022279,34560899001.793365,2229886746.4632277
2016-12-31,JP1089,46181772973.05274,-96687156.29419126,28843560763.857273,1545937345.642094
2016-12-31,JP1090,29083848694.419426,209244892.72342542,20331422538.696926,560305787.0120387
2016-12-31,JP1091,43208883717.87126,189574209.2116298,8723341631.689283,871438684.17071
2016-12-31,JP1092,331445368567.15405,2540439087.9234333,97088258532.07098,5878548205.217299
2016-12-31,JP1093,468076351524.7761,2271013796.4643207,126662181274.57411,2172566322.0434346
2016-12-31,JP1094,22258852191.369797,30340667.59557927,15386572083.74808,621794838.5904496
2016-12-31,JP1095,29071132584.0679,1690791511.6343088,26151959737.26741,415637509.3731555
2016-12-31,JP1096,63986021596.25014,2384242980.969978,60703732242.24125,2545575521.501119
2016-12-31,JP1097,20584817476.86019,544445161.5829432,14329506856.41919,514982781.9581851
2016-12-31,JP1098,44036117549.950226,1010585304.6335177,25558685400.086178,465802538.28327173
2016-12-31,JP1099,30560951179.657547,339141762.88544697,11861408195.081844,216683418.21544546
2016-12-31,JP1100,41860618979.72072,472890515.34022975,16222685095.725409,394889324.7025966
2016-12-31,JP1101,24544523821.677406,421337679.6807774,8187564669.922368,322683247.11043376
2016-12-31,JP1102,6855957457.312732,216105044.80205774,3665703828.054915,175203477.26954654
2016-12-31,JP1103,7582914099.923857,23692894.38828802,1210050958.022689,21305043.092674784
2016-12-31,JP1104,6692089917.309303,261844898.5537271,6636698286.314948,246470913.05432773
2016-12-31,JP1105,29599386101.567463,235917985.86345747,9993623252.569822,375884222.65266895
2016-12-31,JP1106,12535354691.265642,989774565.0674229,23533797071.92895,1413779642.6388395
2016-12-31,JP1107,275931353549.543,5070190334.815703,191664420580.1228,10771025114.86516
2016-12-31,JP1108,207234792352.1275,-1444756454.0810752,35469921611.190186,-1270230670.549753
2016-12-31,JP1109,7351902979.145108,364849466.59130514,8381494158.612592,227482809.74013042
2016-12-31,JP1110,46007625679.761665,-99448335.84425361,8669345466.41971,-72156747.26469035
2016-12-31,JP1111,21859520784.106457,152226262.70686358,8912728671.43369,314265439.13940996
2016-12-31,JP1112,18523299907.07289,307713247.7376536,13998857307.077408,374166248.79004085
2016-12-31,JP1113,23477980223.41983,1444670567.7990515,31588686337.836468,675024487.2796044
2016-12-31,JP1114,99383278981.72197,1000102827.478422,17627227625.964207,679161875.4569361
2016-12-31,JP1115,19436351365.488968,471550005.29126024,8571801000.064649,363041328.97980905
2016-12-31,JP1116,112965482583.94624,-1853739540.589282,9914322438.675331,562291621.9735762
2016-12-31,JP1117,9981100410.809721,186469884.19464505,5566084850.84466,226032462.41841376
2016-12-31,JP1118,96946041752.84053,1337973035.6213884,8670434998.750849,133146269.65580848
2016-12-31,JP1119,335374575369.54474,-5310621177.033266,189853195385.23102,5216939498.9952545
2017-03-31,JP1000,47562512241.85229,188263578.58968416,7732721435.486902,332740795.18183744
2017-03-31,JP1001,52231472840.3157,144289770.77986762,30157754250.877235,1664897972.5452769
2017-03-31,JP1002,147531353638.27322,3261237448.298116,54510442627.12219,2858179610.77609
2017-03-31,JP1003,15879382233.431429,464883656.5471429,8979926268.53264,432703146.74091524
2017-03-31,JP1004,17568359117.600628,943868825.0133691,16902606840.7701,1053029666.4202701
2017-03-31,JP1005,82882321691.27058,-609691504.3090065,80878712663.25552,5333520104.239339
2017-03-31,JP1006,19569746641.25646,400874498.49485564,13992296064.62177,654289312.3030912
2017-03-31,JP1007,16402328490.729532,-166675811.02021006,3248598470.477896,146724948.1501326
